2014-02-14 13:54:53,127 [12] INFO  Umbraco.Core.PluginManager - [Thread 1] Determining hash of code files on disk
2014-02-14 13:54:53,411 [12] INFO  Umbraco.Core.PluginManager - [Thread 1] Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 3 (took 3ms)
2014-02-14 13:54:53,412 [12] INFO  Umbraco.Core.PluginManager - [Thread 1] Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
2014-02-14 13:54:53,415 [12] INFO  Umbraco.Core.PluginManager - [Thread 1] Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 1 (took 3ms)
2014-02-14 13:54:53,727 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,727 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,727 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,727 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,727 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,727 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,727 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,727 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,727 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,727 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,727 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,727 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,727 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,727 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,727 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,727 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,727 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,727 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,727 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,727 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,727 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,727 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,727 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,727 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,727 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,727 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,727 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,727 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,727 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,727 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,727 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,727 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,727 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,727 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,727 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,727 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,727 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,727 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,728 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,728 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,728 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,728 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,728 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,728 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,728 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,728 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,728 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,728 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,728 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,728 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,782 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:53,859 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:54,074 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:54:54,075 [12] WARN  Umbraco.Web.UmbracoModule - [Thread 11] Umbraco is not configured
2014-02-14 13:55:52,995 [12] INFO  Umbraco.Core.DatabaseContext - [Thread 15] Configured a new ConnectionString using the 'System.Data.SqlServerCe.4.0' provider.
2014-02-14 13:55:54,003 [12] INFO  Umbraco.Core.UmbracoApplicationBase - [Thread 14] Application shutdown. Reason: ConfigurationChange
2014-02-14 13:55:55,214 [16] INFO  Umbraco.Core.PluginManager - [Thread 19] Determining hash of code files on disk
2014-02-14 13:55:55,221 [16] INFO  Umbraco.Core.PluginManager - [Thread 19] Hash determined (took 4ms)
2014-02-14 13:55:55,245 [16] INFO  Umbraco.Core.PluginManager - [Thread 19] Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
2014-02-14 13:55:55,401 [16] INFO  Umbraco.Core.PluginManager - [Thread 19] Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 33 (took 155ms)
2014-02-14 13:55:55,450 [16] INFO  Umbraco.Core.PluginManager - [Thread 19] Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
2014-02-14 13:55:55,453 [16] INFO  Umbraco.Core.PluginManager - [Thread 19] Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 3ms)
2014-02-14 13:55:55,453 [16] INFO  Umbraco.Core.PluginManager - [Thread 19] Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyValueConverter
2014-02-14 13:55:55,456 [16] INFO  Umbraco.Core.PluginManager - [Thread 19] Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyValueConverter, found 15 (took 2ms)
2014-02-14 13:55:55,465 [16] INFO  Umbraco.Core.PluginManager - [Thread 19] Starting resolution types of Umbraco.Web.Mvc.SurfaceController
2014-02-14 13:55:55,468 [16] INFO  Umbraco.Core.PluginManager - [Thread 19] Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 4 (took 2ms)
2014-02-14 13:55:55,468 [16] INFO  Umbraco.Core.PluginManager - [Thread 19] Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
2014-02-14 13:55:55,470 [16] INFO  Umbraco.Core.PluginManager - [Thread 19] Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 29 (took 2ms)
2014-02-14 13:55:55,472 [16] INFO  Umbraco.Core.PluginManager - [Thread 19] Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
2014-02-14 13:55:55,475 [16] INFO  Umbraco.Core.PluginManager - [Thread 19] Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 3 (took 3ms)
2014-02-14 13:55:55,475 [16] INFO  Umbraco.Core.PluginManager - [Thread 19] Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
2014-02-14 13:55:55,478 [16] INFO  Umbraco.Core.PluginManager - [Thread 19] Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 1 (took 2ms)
2014-02-14 13:55:55,790 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 19] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:55:55,790 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 19] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:55:55,790 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 19] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:55:55,790 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 19] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:55:55,790 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 19] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:55:55,790 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 19] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:55:55,790 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 19] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:55:55,790 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 19] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:55:55,790 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 19] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:55:55,790 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 19] CurrentVersion different from configStatus: '7.0.3',''
2014-02-14 13:55:55,790 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 19] CurrentVersion different from configStatus: '7.0.3',''
